model,hyperparameters,num_clients,Sum of Instances in Clients,Max. Of Instances in Clients,Min. Of Instances in Clients,Stddev of Instances in Clients,Average Dataset Missing Values %,Min Dataset Missing Values %,Max Dataset Missing Values %,Stddev Dataset Missing Values %,Average Target Missing Values %,Min Target Missing Values %,Max Target Missing Values %,Stddev Target Missing Values %,No. Of Features,No. Of Numerical Features,No. Of Categorical Features,Sampling Rate,Average Skewness of Numerical Features,Minimum Skewness of Numerical Features,Maximum Skewness of Numerical Features,Stddev Skewness of Numerical Features,Average Kurtosis of Numerical Features,Minimum Kurtosis of Numerical Features,Maximum Kurtosis of Numerical Features,Stddev Kurtosis of Numerical Features,Avg No. of Symbols per Categorical Features,Min. No. Of Symbols per Categorical Features,Max. No. Of Symbols per Categorical Features,Stddev No. Of Symbols per Categorical Features,Avg No. Of Stationary Features,Min No. Of Stationary Features,Max No. Of Stationary Features,Stddev No. Of Stationary Features,Avg No. Of Stationary Features after 1st order,Min No. Of Stationary Features after 1st order,Max No. Of Stationary Features after 1st order,Stddev No. Of Stationary Features after 1st order,Avg No. Of Stationary Features after 2nd order,Min No. Of Stationary Features after 2nd order,Max No. Of Stationary Features after 2nd order,Stddev No. Of Stationary Features after 2nd order,Avg No. Of Significant Lags in Target,Min No. Of Significant Lags in Target,Max No. Of Significant Lags in Target,Stddev No. Of Significant Lags in Target,Avg No. Of Insignificant Lags in Target,Max No. Of Insignificant Lags in Target,Min No. Of Insignificant Lags in Target,Stddev No. Of Insignificant Lags in Target,Avg. No. Of Seasonality Components in Target,Max No. Of Seasonality Components in Target,Min No. Of Seasonality Components in Target,Stddev No. Of Seasonality Components in Target,Average Fractal Dimensionality Across Clients of Target,Maximum Period of Seasonality Components in Target Across Clients,Minimum Period of Seasonality Components in Target Across Clients,Entropy of Target Stationarity
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.6888888888888889, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,19440,3888,3888,0.0,5.0,4.655349794,5.58127572,0.321903042,5.0,4.655349794,5.58127572,0.321903042,4,2,2,0.166666667,0.632399768,0.000666829,3.31228172,0.835590287,2.278034444,0.853284876,10.13658799,2.312725396,1.103707518,1,2,0,2.0,1,4,1.095445115,2.4,1,4,1.019803903,3.0,2,4,0.632455532,0,0,0,0,0,0,0,0,1,1,1,0,0.01353035,10,10,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.9222222222222223, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'verbose': 0}",5,1296,260,259,0.4,5.247995248,3.846153846,6.563706564,0.999069445,5.247995248,3.846153846,6.563706564,0.999069445,3,3,0,1.0,4.288093784,3.942965608,4.980039012,0.048974896,22.33291678,18.15277982,31.76290485,0.646063153,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.026139928,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.6111111111111112, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,27216,5444,5443,0.4,4.945616335,4.629799743,5.1993386,0.209510366,4.945616335,4.629799743,5.1993386,0.209510366,2,1,1,0.166666667,1.107671929,0.311132393,1.647554385,0.0,1.009943924,0.412546706,1.78992502,0.0,1.299535325,1,2,0,0.4,0,1,0.489897949,1.0,1,1,0.0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.01462606,0,0,0.673011667
Lasso,"{'alpha': 2.39136021537497e-05, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5,6480,1296,1296,0.0,4.907407407,4.012345679,5.478395062,0.510893375,4.907407407,4.012345679,5.478395062,0.510893375,6,6,0,0.5,2.841436828,8.74e-06,4.553158201,0.445586166,13.66510862,0.600488747,25.3498362,3.827883371,0.0,0,0,0,5.4,5,6,0.489897949,5.2,5,6,0.4,6.0,6,6,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.013342746,0,0,0.0
Lasso,"{'alpha': 2.0, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,31101,6221,6220,0.4,5.022339023,4.581993569,5.38585209,0.280837138,5.022339023,4.581993569,5.38585209,0.280837138,1,1,0,0.166666667,0.610762617,0.001681763,2.578335371,0.0,2.018155038,1.062128479,5.489243882,0.0,0.0,0,0,0,0.2,0,1,0.4,0.0,0,0,0.0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.014350739,0,0,0.500402424
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.3, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,5181,1037,1036,0.4,4.998827178,4.44015444,6.075216972,0.561908899,4.998827178,4.44015444,6.075216972,0.561908899,5,5,0,0.5,2.509971783,0.000111647,4.589322253,0.499987014,12.06341319,1.162320726,24.23962643,3.790316914,0.0,0,0,0,3.4,1,4,1.2,4.2,4,5,0.4,5.0,5,5,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.011922815,0,0,0.500402424
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 1.0, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,47301,9461,9460,0.4,5.029497975,4.745798541,5.359408034,0.219371763,5.029497975,4.745798541,5.359408034,0.219371763,1,1,0,0.166666667,0.949931844,0.290850261,1.9606098,0.0,1.683040839,1.027087058,2.270876515,0.0,0.0,0,0,0,0.2,0,1,0.4,0.0,0,0,0.0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.014675907,0,0,0.673011667
Lasso,"{'alpha': 2.39136021537497e-05, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,7126,1426,1425,0.4,4.995782584,4.210526316,5.543859649,0.433410751,4.995782584,4.210526316,5.543859649,0.433410751,4,3,1,1.0,0.271419433,0.000110246,1.849585208,0.439615128,1.491783163,1.21289166,2.247609044,0.125570995,1.0,1,1,0,2.6,2,3,0.489897949,2.6,2,3,0.489897949,3.6,3,4,0.489897949,0,0,0,0,0,0,0,0,2,2,2,0,0.028884022,1426,1426,0.673011667
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.5333333333333333, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,7881,1577,1576,0.4,5.113553332,4.441624365,6.472081218,0.728484191,5.113553332,4.441624365,6.472081218,0.728484191,2,1,1,1.0,0.643903927,6.59e-05,1.837465232,0.0,1.240942903,0.522757246,1.822442766,0.0,1.0,1,1,0,0.4,0,1,0.489897949,0.6,0,1,0.489897949,1.6,1,2,0.489897949,0,0,0,0,0,0,0,0,0,0,0,0,0.017762313,0,0,0.673011667
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.5333333333333333, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,3886,778,777,0.4,4.941125481,3.727506427,5.791505792,0.76335969,4.941125481,3.727506427,5.791505792,0.76335969,11,11,0,0.5,0.004677414,9.53e-11,0.044096956,0.00327161,1.449760239,1.188566193,1.503860637,0.003104215,0.0,0,0,0,10.0,10,10,0.0,10.4,10,11,0.489897949,11.0,11,11,0.0,0,0,0,0,0,0,0,0,9,9,9,0,0.010651149,12,2,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.8444444444444446, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'verbose': 0}",5,5181,1037,1036,0.4,5.018299743,4.44015444,5.405405405,0.322439701,5.018299743,4.44015444,5.405405405,0.322439701,5,5,0,0.5,2.501265064,0.002674544,4.892759496,0.524382224,12.2576848,1.193123468,29.62389072,4.293320782,0.0,0,0,0,3.4,1,4,1.2,4.2,4,5,0.4,5.0,5,5,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.016500624,0,0,0.500402424
Lasso,"{'alpha': 0.02557437312828183, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,23326,4666,4665,0.4,4.98155777,4.587352626,5.273311897,0.236443384,4.98155777,4.587352626,5.273311897,0.236443384,5,5,0,0.166666667,2.292897205,0.018111037,4.642677336,0.854788254,11.85575595,0.039129754,25.21053479,4.870993325,0.0,0,0,0,3.8,2,5,0.979795897,4.0,4,4,0.0,5.0,5,5,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.011716484,0,0,0.500402424
Lasso,"{'alpha': 0.00013675241327079383, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,15766,3154,3153,0.4,5.017107842,4.725658103,5.294863665,0.216909517,5.017107842,4.725658103,5.294863665,0.216909517,3,1,2,0.5,0.66233213,0.013311808,1.90027704,0.0,1.396437999,0.922472532,2.03568311,0.0,1.094506192,1,2,0,0.4,0,1,0.489897949,1.6,1,2,0.489897949,2.6,2,3,0.489897949,0,0,0,0,0,0,0,0,0,0,0,0,0.020526718,0,0,0.673011667
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.7666666666666666, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'verbose': 0}",5,19440,3888,3888,0.0,4.922839506,4.320987654,5.632716049,0.476649544,4.922839506,4.320987654,5.632716049,0.476649544,5,5,0,0.166666667,2.605474322,0.000303391,4.520199626,0.446737827,12.45973995,0.700170943,23.9820569,3.598669141,0.0,0,0,0,4.4,4,5,0.489897949,4.2,4,5,0.4,5.0,5,5,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.012788841,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 1.0, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,47301,9461,9460,0.4,4.9872149,4.735228834,5.433403805,0.25401037,4.9872149,4.735228834,5.433403805,0.25401037,1,1,0,0.166666667,0.89342412,0.307244651,1.930031085,0.0,1.22425993,0.117795877,2.16177286,0.0,0.0,0,0,0,0.4,0,1,0.489897949,0.0,0,0,0.0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.016735001,0,0,0.673011667
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.8444444444444446, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'verbose': 0}",5,15551,3111,3110,0.4,5.080036506,4.63022508,5.434083601,0.317273008,5.080036506,4.63022508,5.434083601,0.317273008,5,5,0,0.166666667,2.612634712,0.000210836,4.637285285,0.460052617,12.26628827,0.661019853,25.42401214,4.101910198,0.0,0,0,0,3.6,2,4,0.8,4.0,4,4,0.0,5.0,5,5,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.011228253,0,0,0.500402424
Lasso,"{'alpha': 0.06115753843212782, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'warm_start': False}",5,9071,1815,1814,0.4,4.938771295,4.41014333,5.344352617,0.355908506,4.938771295,4.41014333,5.344352617,0.355908506,1,1,0,0.5,0.334261085,0.000182072,1.208442168,0.0,1.079235519,0.154902586,1.611401491,0.0,0.0,0,0,0,0.4,0,1,0.489897949,0.0,0,0,0.0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.020228567,0,0,0.673011667
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 1.0, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,47301,9461,9460,0.4,4.997782596,4.883204735,5.169133192,0.094294679,4.997782596,4.883204735,5.169133192,0.094294679,2,1,1,0.166666667,0.761986301,0.106777665,1.960649629,0.0,1.448299956,0.951761221,2.305640331,0.0,1.188832487,1,2,0,0.2,0,1,0.4,1.0,1,1,0.0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.013720896,0,0,0.673011667
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.3, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'verbose': 0}",5,1941,389,388,0.4,5.101767683,2.570694087,8.505154639,1.919382985,5.101767683,2.570694087,8.505154639,1.919382985,8,8,0,1.0,0.026967233,7.38e-11,0.222680756,0.014629738,1.391162995,1.059570305,1.506895128,0.01605926,0.0,0,0,0,5.0,5,5,0.0,7.6,7,8,0.489897949,7.8,7,8,0.4,0,0,0,0,0,0,0,0,5,5,5,0,0.00458325,29,2,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.5333333333333333, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'verbose': 0}",5,1311,263,262,0.4,5.112181813,3.041825095,6.488549618,1.201281018,5.112181813,3.041825095,6.488549618,1.201281018,3,2,1,6.0,1.17173898,0.006200282,4.661273705,1.219186441,7.84348491,0.89671602,38.88140295,11.44711675,1.192248062,1,2,0,0.8,0,1,0.4,2.2,2,3,0.4,2.6,2,3,0.489897949,1,1,1,0,0,0,0,0,0,0,0,0,0.07414995,0,0,0.673011667
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.7666666666666666, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'verbose': 0}",5,5831,1167,1166,0.4,5.042073252,4.459691252,5.917667238,0.492911366,5.042073252,4.459691252,5.917667238,0.492911366,2,1,1,1.0,0.258812581,0.000778935,1.111975222,0.0,1.094409566,0.21443379,1.652601706,0.0,1.209982788,1,2,0,0.2,0,1,0.4,1.2,1,2,0.4,1.8,1,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.021545405,0,0,0.673011667
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 1.0, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,47301,9461,9460,0.4,4.999891845,4.778012685,5.221987315,0.178573526,4.999891845,4.778012685,5.221987315,0.178573526,1,1,0,0.166666667,0.882574466,0.215538271,1.977124772,0.0,1.376362037,0.500845195,2.354093077,0.0,0.0,0,0,0,0.2,0,1,0.4,0.0,0,0,0.0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.013755267,0,0,0.673011667
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.9222222222222223, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'verbose': 0}",5,38880,7776,7776,0.0,4.958847737,4.822530864,5.388374486,0.215742973,4.958847737,4.822530864,5.388374486,0.215742973,1,1,0,0.166666667,0.876012686,0.095411733,3.265493684,0.0,3.012036799,0.749161507,9.772805109,0.0,0.0,0,0,0,0.2,0,1,0.4,0.2,0,1,0.4,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.016916361,0,0,0.673011667
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.8444444444444446, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,5181,1037,1036,0.4,5.018411441,4.628736741,5.405405405,0.346340905,5.018411441,4.628736741,5.405405405,0.346340905,4,4,0,0.5,1.454124381,0.025767415,4.2979979,0.639875564,4.83663142,0.241594722,21.59824616,3.829068982,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.255276486,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 1.0, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'verbose': 0}",5,19440,3888,3888,0.0,5.010288066,4.732510288,5.092592593,0.140310511,5.010288066,4.732510288,5.092592593,0.140310511,5,5,0,0.166666667,2.280153256,0.9617558,4.50202758,0.001623813,8.401256908,0.006578861,23.99523688,0.012933884,0.0,0,0,0,5.0,5,5,0.0,5.0,5,5,0.0,5.0,5,5,0.0,5,5,5,0,3,3,3,0,0,0,0,0,0.100517476,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.45555555555555555, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,14256,2852,2851,0.4,5.001402033,4.559803578,5.541915118,0.360837831,5.001402033,4.559803578,5.541915118,0.360837831,4,4,0,0.5,2.614153552,0.00154414,4.604044114,0.78098783,11.72688891,0.103125449,25.28970086,4.585171946,0.0,0,0,0,3.2,3,4,0.4,3.4,3,4,0.489897949,4.0,4,4,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.134339058,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.8444444444444446, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'verbose': 0}",5,2591,519,518,0.4,4.979430297,3.275529865,6.370656371,1.110256321,4.979430297,3.275529865,6.370656371,1.110256321,4,4,0,0.5,1.326971765,0.010881365,3.466051884,0.494365032,4.878523322,0.275337893,19.16662371,3.423800362,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.257966979,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.9222222222222223, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,14256,2852,2851,0.4,5.078567939,4.700105226,6.032970887,0.487783484,5.078567939,4.700105226,6.032970887,0.487783484,3,3,0,0.5,2.486487579,0.992639316,3.686222684,0.002365242,8.789375133,0.06100983,16.23920616,0.026142136,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.186814031,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.3, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,19440,3888,3888,0.0,5.03600823,4.526748971,5.864197531,0.504115226,5.03600823,4.526748971,5.864197531,0.504115226,5,5,0,0.166666667,2.458520559,0.012748402,4.624555577,0.685298106,9.736285063,0.016941287,25.59314759,4.112068494,0.0,0,0,0,4.4,4,5,0.489897949,4.2,4,5,0.4,5.0,5,5,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.069558974,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.7666666666666666, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,3886,778,777,0.4,5.04392016,4.370179949,6.177606178,0.70786481,5.04392016,4.370179949,6.177606178,0.70786481,5,5,0,0.5,1.334215684,0.004956447,4.13762996,0.616918251,4.703382998,0.156150825,22.4926299,4.368590882,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,5.0,5,5,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.242912576,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.3, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,9071,1815,1814,0.4,4.993946683,4.685777288,5.678059537,0.356716637,4.993946683,4.685777288,5.678059537,0.356716637,3,3,0,0.5,2.748459805,0.952441164,4.60437695,0.001626051,11.42498306,0.128314694,25.30271299,0.027348336,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.177680133,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.3, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,3886,778,777,0.4,5.017849285,4.504504505,5.655526992,0.479611373,5.017849285,4.504504505,5.655526992,0.479611373,3,3,0,0.5,0.150037608,0.053248417,0.38810964,0.007651078,0.342410462,0.032923548,0.639345005,0.01857004,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.449581248,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.9222222222222223, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,9071,1815,1814,0.4,4.982921325,4.520396913,5.953693495,0.503642438,4.982921325,4.520396913,5.953693495,0.503642438,3,3,0,0.5,0.774851886,0.097003417,1.426265933,0.006782096,3.027518237,1.740702814,5.463924246,0.021134849,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.318883549,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 1.0, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,9071,1815,1814,0.4,5.071160639,4.573002755,5.567805954,0.37939475,5.071160639,4.573002755,5.567805954,0.37939475,3,3,0,0.5,0.784478052,0.103139388,1.511364092,0.00867662,3.070455523,1.586203441,5.986816332,0.016768286,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.317441835,0,0,0.0
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.3, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'verbose': 0}",5,1941,389,388,0.4,4.9973498,4.639175258,5.412371134,0.261325923,4.9973498,4.639175258,5.412371134,0.261325923,4,4,0,1.0,0.115802708,0.0,0.365050788,0.058773686,0.542763856,0.00697493,1.231192033,0.106913869,0.0,0,0,0,1.0,1,1,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.575351613,0,0,0.500402424
ElasticNetCV,"{'alphas': None, 'copy_X': True, 'cv': None, 'eps': 0.001, 'fit_intercept': True, 'l1_ratio': 0.9222222222222223, 'max_iter': 1000, 'n_alphas': 100, 'n_jobs': None, 'positive': False, 'precompute': 'auto', 'random_state': None, 'selection': 'random', 'tol': 0.0001, 'verbose': 0}",5,19440,3888,3888,0.0,5.041152263,4.62962963,5.529835391,0.319593098,5.041152263,4.62962963,5.529835391,0.319593098,4,4,0,0.166666667,0.306148313,0.096878411,0.632686887,0.00116434,0.581243567,0.006217936,1.561049129,0.003906065,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.188351079,0,0,0.0
