Target,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Timestamp
2.436,0.096,234.31,10.4,0.0,0.0,0.0,2006-12-31 19:28:00
2.454,0.1,235.28,10.4,0.0,0.0,0.0,2006-12-31 19:29:00
2.464,0.102,235.9,10.4,0.0,0.0,0.0,2006-12-31 19:30:00
2.568,0.226,236.35,10.8,0.0,0.0,0.0,2006-12-31 19:31:00
2.55,0.222,236.24,10.8,0.0,1.0,0.0,2006-12-31 19:32:00
2.544,0.22,236.17,10.8,0.0,2.0,0.0,2006-12-31 19:33:00
2.55,0.222,236.41,10.8,0.0,1.0,0.0,2006-12-31 19:34:00
2.538,0.218,235.77,10.8,0.0,1.0,0.0,2006-12-31 19:35:00
2.538,0.218,235.6,10.8,0.0,2.0,0.0,2006-12-31 19:36:00
2.508,0.208,233.9,10.6,0.0,1.0,0.0,2006-12-31 19:37:00
2.512,0.21,234.11,10.6,0.0,1.0,0.0,2006-12-31 19:38:00
2.432,0.088,234.68,10.2,0.0,2.0,0.0,2006-12-31 19:39:00
2.44,0.09,235.17,10.4,0.0,1.0,0.0,2006-12-31 19:40:00
2.44,0.09,235.21,10.2,0.0,2.0,0.0,2006-12-31 19:41:00
2.454,0.092,235.94,10.4,0.0,1.0,0.0,2006-12-31 19:42:00
2.474,0.096,237.07,10.4,0.0,1.0,0.0,2006-12-31 19:43:00
2.47,0.096,236.97,10.4,0.0,2.0,0.0,2006-12-31 19:44:00
2.44,0.09,235.71,10.2,0.0,1.0,0.0,2006-12-31 19:45:00
2.426,0.088,235.07,10.2,0.0,1.0,0.0,2006-12-31 19:46:00
2.426,0.088,235.12,10.2,0.0,2.0,0.0,2006-12-31 19:47:00
2.432,0.088,235.42,10.2,0.0,1.0,0.0,2006-12-31 19:48:00
2.432,0.09,235.55,10.2,0.0,1.0,0.0,2006-12-31 19:49:00
2.452,0.094,236.56,10.2,0.0,1.0,0.0,2006-12-31 19:50:00
2.448,0.092,236.24,10.2,0.0,1.0,0.0,2006-12-31 19:51:00
2.444,0.09,235.88,10.2,0.0,2.0,0.0,2006-12-31 19:52:00
2.444,0.09,235.88,10.2,0.0,1.0,0.0,2006-12-31 19:53:00
2.446,0.092,236.08,10.2,0.0,1.0,0.0,2006-12-31 19:54:00
2.444,0.092,236.0,10.2,0.0,1.0,0.0,2006-12-31 19:55:00
2.436,0.09,235.64,10.2,0.0,1.0,0.0,2006-12-31 19:56:00
2.44,0.092,235.86,10.2,0.0,2.0,0.0,2006-12-31 19:57:00
2.488,0.124,235.83,10.4,0.0,0.0,0.0,2006-12-31 19:58:00
2.434,0.074,235.38,10.2,0.0,0.0,0.0,2006-12-31 19:59:00
2.432,0.074,235.51,10.2,0.0,0.0,0.0,2006-12-31 20:00:00
2.424,0.072,235.1,10.2,0.0,0.0,0.0,2006-12-31 20:01:00
2.492,0.15,234.59,10.6,0.0,0.0,0.0,2006-12-31 20:02:00
2.51,0.192,234.04,10.6,0.0,0.0,0.0,2006-12-31 20:03:00
2.51,0.194,234.34,10.6,0.0,0.0,0.0,2006-12-31 20:04:00
2.504,0.192,234.16,10.6,0.0,0.0,0.0,2006-12-31 20:05:00
2.5,0.182,234.35,10.6,0.0,0.0,0.0,2006-12-31 20:06:00
2.446,0.098,234.6,10.4,0.0,0.0,0.0,2006-12-31 20:07:00
2.458,0.1,235.29,10.4,0.0,0.0,0.0,2006-12-31 20:08:00
2.462,0.102,235.61,10.4,0.0,0.0,0.0,2006-12-31 20:09:00
2.446,0.098,234.9,10.4,0.0,0.0,0.0,2006-12-31 20:10:00
2.448,0.098,235.03,10.4,0.0,0.0,0.0,2006-12-31 20:11:00
2.456,0.1,235.52,10.4,0.0,0.0,0.0,2006-12-31 20:12:00
2.448,0.1,235.4,10.4,0.0,0.0,0.0,2006-12-31 20:13:00
2.442,0.098,235.12,10.4,0.0,0.0,0.0,2006-12-31 20:14:00
2.436,0.098,234.85,10.2,0.0,0.0,0.0,2006-12-31 20:15:00
2.414,0.058,235.3,10.2,0.0,0.0,0.0,2006-12-31 20:16:00
2.358,0.0,235.55,10.0,0.0,0.0,0.0,2006-12-31 20:17:00
2.36,0.0,235.64,10.0,0.0,0.0,0.0,2006-12-31 20:18:00
2.364,0.0,235.82,10.0,0.0,0.0,0.0,2006-12-31 20:19:00
2.36,0.0,235.6,10.0,0.0,0.0,0.0,2006-12-31 20:20:00
2.368,0.0,235.9,10.0,0.0,0.0,0.0,2006-12-31 20:21:00
2.36,0.0,235.21,10.0,0.0,0.0,0.0,2006-12-31 20:22:00
2.35,0.0,234.74,10.0,0.0,0.0,0.0,2006-12-31 20:23:00
2.35,0.0,234.94,10.0,0.0,0.0,0.0,2006-12-31 20:24:00
2.36,0.0,235.63,10.0,0.0,0.0,0.0,2006-12-31 20:25:00
2.368,0.0,236.01,10.0,0.0,0.0,0.0,2006-12-31 20:26:00
2.376,0.0,236.41,10.0,0.0,0.0,0.0,2006-12-31 20:27:00
2.374,0.0,236.4,10.0,0.0,0.0,0.0,2006-12-31 20:28:00
2.372,0.0,236.25,10.0,0.0,0.0,0.0,2006-12-31 20:29:00
2.366,0.0,235.98,10.0,0.0,0.0,0.0,2006-12-31 20:30:00
2.368,0.0,236.0,10.0,0.0,0.0,0.0,2006-12-31 20:31:00
2.376,0.0,236.42,10.0,0.0,0.0,0.0,2006-12-31 20:32:00
2.356,0.0,235.36,10.0,0.0,0.0,0.0,2006-12-31 20:33:00
2.36,0.0,235.62,10.0,0.0,0.0,0.0,2006-12-31 20:34:00
2.364,0.0,235.81,10.0,0.0,0.0,0.0,2006-12-31 20:35:00
2.372,0.0,236.28,10.0,0.0,0.0,0.0,2006-12-31 20:36:00
2.404,0.0,235.92,10.2,0.0,0.0,0.0,2006-12-31 20:37:00
2.448,0.076,236.41,10.2,0.0,0.0,0.0,2006-12-31 20:38:00
2.49,0.126,235.66,10.6,0.0,0.0,0.0,2006-12-31 20:39:00
2.534,0.196,235.24,10.8,0.0,0.0,0.0,2006-12-31 20:40:00
2.532,0.198,235.3,10.8,0.0,0.0,0.0,2006-12-31 20:41:00
2.54,0.2,235.84,10.8,0.0,0.0,0.0,2006-12-31 20:42:00
2.524,0.196,235.22,10.6,0.0,0.0,0.0,2006-12-31 20:43:00
2.514,0.194,234.84,10.6,0.0,0.0,0.0,2006-12-31 20:44:00
2.512,0.196,234.92,10.6,0.0,0.0,0.0,2006-12-31 20:45:00
2.486,0.154,235.15,10.6,0.0,0.0,0.0,2006-12-31 20:46:00
2.444,0.098,235.09,10.4,0.0,0.0,0.0,2006-12-31 20:47:00
2.46,0.102,235.98,10.4,0.0,0.0,0.0,2006-12-31 20:48:00
2.462,0.102,236.09,10.4,0.0,0.0,0.0,2006-12-31 20:49:00
2.464,0.102,236.2,10.4,0.0,0.0,0.0,2006-12-31 20:50:00
2.456,0.1,235.76,10.4,0.0,0.0,0.0,2006-12-31 20:51:00
2.45,0.098,235.44,10.4,0.0,0.0,0.0,2006-12-31 20:52:00
2.452,0.1,235.64,10.4,0.0,0.0,0.0,2006-12-31 20:53:00
2.366,0.0,235.53,10.0,0.0,0.0,0.0,2006-12-31 20:54:00
2.368,0.0,235.96,10.0,0.0,0.0,0.0,2006-12-31 20:55:00
2.37,0.0,236.05,10.0,0.0,0.0,0.0,2006-12-31 20:56:00
2.37,0.0,236.05,10.0,0.0,0.0,0.0,2006-12-31 20:57:00
2.374,0.0,236.3,10.0,0.0,0.0,0.0,2006-12-31 20:58:00
2.366,0.0,235.87,10.0,0.0,0.0,0.0,2006-12-31 20:59:00
2.36,0.0,235.5,10.0,0.0,0.0,0.0,2006-12-31 21:00:00
2.362,0.0,235.59,10.0,0.0,0.0,0.0,2006-12-31 21:01:00
2.358,0.0,235.46,10.0,0.0,0.0,0.0,2006-12-31 21:02:00
2.354,0.0,235.18,10.0,0.0,0.0,0.0,2006-12-31 21:03:00
2.366,0.0,235.88,10.0,0.0,0.0,0.0,2006-12-31 21:04:00
2.366,0.0,235.76,10.0,0.0,0.0,0.0,2006-12-31 21:05:00
2.36,0.0,235.5,10.0,0.0,0.0,0.0,2006-12-31 21:06:00
2.364,0.0,235.76,10.0,0.0,0.0,0.0,2006-12-31 21:07:00
2.35,0.0,234.95,10.0,0.0,0.0,0.0,2006-12-31 21:08:00
2.35,0.0,234.93,10.0,0.0,0.0,0.0,2006-12-31 21:09:00
2.356,0.0,235.31,10.0,0.0,0.0,0.0,2006-12-31 21:10:00
2.364,0.0,235.75,10.0,0.0,0.0,0.0,2006-12-31 21:11:00
2.374,0.0,236.26,10.0,0.0,0.0,0.0,2006-12-31 21:12:00
2.38,0.0,236.5,10.0,0.0,0.0,0.0,2006-12-31 21:13:00
2.378,0.0,236.49,10.0,0.0,0.0,0.0,2006-12-31 21:14:00
2.364,0.0,235.76,10.0,0.0,0.0,0.0,2006-12-31 21:15:00
2.37,0.0,236.02,10.0,0.0,0.0,0.0,2006-12-31 21:16:00
2.538,0.138,236.53,10.6,0.0,0.0,0.0,2006-12-31 21:17:00
2.56,0.206,236.61,10.8,0.0,0.0,0.0,2006-12-31 21:18:00
2.55,0.204,236.23,10.8,0.0,0.0,0.0,2006-12-31 21:19:00
2.544,0.202,235.98,10.8,0.0,0.0,0.0,2006-12-31 21:20:00
2.544,0.202,236.08,10.8,0.0,0.0,0.0,2006-12-31 21:21:00
2.528,0.2,235.46,10.6,0.0,0.0,0.0,2006-12-31 21:22:00
2.53,0.2,235.64,10.6,0.0,0.0,0.0,2006-12-31 21:23:00
2.534,0.202,236.04,10.6,0.0,0.0,0.0,2006-12-31 21:24:00
2.546,0.206,236.73,10.8,0.0,0.0,0.0,2006-12-31 21:25:00
2.502,0.146,236.71,10.6,0.0,0.0,0.0,2006-12-31 21:26:00
2.482,0.108,237.11,10.4,0.0,0.0,0.0,2006-12-31 21:27:00
2.49,0.11,237.53,10.4,0.0,0.0,0.0,2006-12-31 21:28:00
2.494,0.112,237.78,10.4,0.0,0.0,0.0,2006-12-31 21:29:00
2.476,0.108,236.87,10.4,0.0,0.0,0.0,2006-12-31 21:30:00
2.418,0.0,236.09,10.2,0.0,0.0,0.0,2006-12-31 21:31:00
2.378,0.0,236.49,10.0,0.0,0.0,0.0,2006-12-31 21:32:00
2.386,0.0,236.94,10.0,0.0,0.0,0.0,2006-12-31 21:33:00
2.39,0.0,237.13,10.0,0.0,0.0,0.0,2006-12-31 21:34:00
2.396,0.0,237.39,10.0,0.0,0.0,0.0,2006-12-31 21:35:00
2.406,0.0,237.9,10.0,0.0,0.0,0.0,2006-12-31 21:36:00
2.406,0.0,237.88,10.0,0.0,0.0,0.0,2006-12-31 21:37:00
2.418,0.0,238.54,10.0,0.0,0.0,0.0,2006-12-31 21:38:00
2.42,0.0,238.67,10.0,0.0,0.0,0.0,2006-12-31 21:39:00
2.418,0.0,238.55,10.0,0.0,0.0,0.0,2006-12-31 21:40:00
2.416,0.0,238.47,10.0,0.0,0.0,0.0,2006-12-31 21:41:00
2.414,0.0,238.34,10.0,0.0,0.0,0.0,2006-12-31 21:42:00
2.412,0.0,238.26,10.0,0.0,0.0,0.0,2006-12-31 21:43:00
2.418,0.0,238.58,10.0,0.0,0.0,0.0,2006-12-31 21:44:00
2.428,0.0,239.13,10.0,0.0,0.0,0.0,2006-12-31 21:45:00
2.432,0.0,239.35,10.0,0.0,0.0,0.0,2006-12-31 21:46:00
2.424,0.0,238.86,10.0,0.0,0.0,0.0,2006-12-31 21:47:00
2.408,0.0,238.0,10.0,0.0,0.0,0.0,2006-12-31 21:48:00
2.408,0.0,237.96,10.0,0.0,0.0,0.0,2006-12-31 21:49:00
2.406,0.0,237.89,10.0,0.0,0.0,0.0,2006-12-31 21:50:00
2.42,0.0,238.64,10.0,0.0,0.0,0.0,2006-12-31 21:51:00
2.43,0.0,239.22,10.0,0.0,0.0,0.0,2006-12-31 21:52:00
2.432,0.0,239.31,10.0,0.0,0.0,0.0,2006-12-31 21:53:00
2.476,0.0,239.04,10.2,0.0,0.0,0.0,2006-12-31 21:54:00
2.576,0.164,238.74,10.8,0.0,0.0,0.0,2006-12-31 21:55:00
2.592,0.232,238.06,10.8,0.0,1.0,0.0,2006-12-31 21:56:00
2.668,0.308,238.52,11.2,0.0,1.0,0.0,2006-12-31 21:57:00
2.668,0.336,238.45,11.2,0.0,2.0,0.0,2006-12-31 21:58:00
2.66,0.334,237.93,11.2,0.0,1.0,0.0,2006-12-31 21:59:00
2.642,0.328,237.01,11.2,0.0,2.0,0.0,2006-12-31 22:00:00
2.632,0.326,236.71,11.2,0.0,1.0,0.0,2006-12-31 22:01:00
2.632,0.326,236.77,11.2,0.0,1.0,0.0,2006-12-31 22:02:00
2.632,0.326,236.93,11.2,0.0,2.0,0.0,2006-12-31 22:03:00
2.636,0.328,237.24,11.2,0.0,1.0,0.0,2006-12-31 22:04:00
2.64,0.33,237.54,11.2,0.0,1.0,0.0,2006-12-31 22:05:00
2.578,0.234,237.81,10.8,0.0,2.0,0.0,2006-12-31 22:06:00
2.594,0.238,238.87,10.8,0.0,1.0,0.0,2006-12-31 22:07:00
2.588,0.224,239.13,10.8,0.0,2.0,0.0,2006-12-31 22:08:00
2.52,0.11,239.8,10.4,0.0,1.0,0.0,2006-12-31 22:09:00
2.524,0.11,239.73,10.4,0.0,1.0,0.0,2006-12-31 22:10:00
2.52,0.108,239.57,10.4,0.0,1.0,0.0,2006-12-31 22:11:00
2.512,0.106,239.22,10.4,0.0,2.0,0.0,2006-12-31 22:12:00
2.516,0.108,239.53,10.4,0.0,1.0,0.0,2006-12-31 22:13:00
2.504,0.106,238.93,10.4,0.0,1.0,0.0,2006-12-31 22:14:00
2.5,0.104,238.78,10.4,0.0,2.0,0.0,2006-12-31 22:15:00
2.498,0.104,238.98,10.4,0.0,1.0,0.0,2006-12-31 22:16:00
2.496,0.104,238.97,10.4,0.0,1.0,0.0,2006-12-31 22:17:00
2.486,0.102,238.42,10.4,0.0,1.0,0.0,2006-12-31 22:18:00
2.488,0.104,238.64,10.4,0.0,1.0,0.0,2006-12-31 22:19:00
2.49,0.104,238.76,10.4,0.0,2.0,0.0,2006-12-31 22:20:00
2.492,0.104,238.81,10.4,0.0,1.0,0.0,2006-12-31 22:21:00
2.504,0.106,239.44,10.4,0.0,1.0,0.0,2006-12-31 22:22:00
2.484,0.046,240.43,10.2,0.0,1.0,0.0,2006-12-31 22:23:00
2.454,0.0,240.46,10.2,0.0,0.0,0.0,2006-12-31 22:24:00
2.47,0.0,240.93,10.2,0.0,0.0,0.0,2006-12-31 22:25:00
2.478,0.0,241.43,10.2,0.0,0.0,0.0,2006-12-31 22:26:00
2.484,0.0,241.76,10.2,0.0,0.0,0.0,2006-12-31 22:27:00
2.48,0.0,241.47,10.2,0.0,0.0,0.0,2006-12-31 22:28:00
2.476,0.0,241.33,10.2,0.0,0.0,0.0,2006-12-31 22:29:00
2.456,0.0,240.3,10.2,0.0,0.0,0.0,2006-12-31 22:30:00
2.49,0.0,239.63,10.4,0.0,0.0,0.0,2006-12-31 22:31:00
2.542,0.118,239.22,10.6,0.0,0.0,0.0,2006-12-31 22:32:00
2.542,0.12,239.71,10.6,0.0,0.0,0.0,2006-12-31 22:33:00
2.536,0.12,239.45,10.6,0.0,0.0,0.0,2006-12-31 22:34:00
2.538,0.12,239.67,10.6,0.0,0.0,0.0,2006-12-31 22:35:00
2.542,0.122,239.97,10.6,0.0,0.0,0.0,2006-12-31 22:36:00
2.602,0.182,240.08,10.8,0.0,0.0,0.0,2006-12-31 22:37:00
2.616,0.226,240.11,10.8,0.0,0.0,0.0,2006-12-31 22:38:00
2.616,0.226,240.18,10.8,0.0,0.0,0.0,2006-12-31 22:39:00
2.63,0.228,240.51,10.8,0.0,0.0,0.0,2006-12-31 22:40:00
2.626,0.228,240.42,10.8,0.0,0.0,0.0,2006-12-31 22:41:00
2.614,0.226,239.9,10.8,0.0,0.0,0.0,2006-12-31 22:42:00
2.6,0.222,239.28,10.8,0.0,0.0,0.0,2006-12-31 22:43:00
2.598,0.222,239.34,10.8,0.0,0.0,0.0,2006-12-31 22:44:00
2.586,0.206,239.3,10.8,0.0,0.0,0.0,2006-12-31 22:45:00
2.466,0.0,239.64,10.2,0.0,0.0,0.0,2006-12-31 22:46:00
2.452,0.0,240.07,10.2,0.0,0.0,0.0,2006-12-31 22:47:00
2.44,0.0,239.73,10.0,0.0,0.0,0.0,2006-12-31 22:48:00
2.44,0.0,239.84,10.0,0.0,0.0,0.0,2006-12-31 22:49:00
2.44,0.0,239.87,10.0,0.0,0.0,0.0,2006-12-31 22:50:00
2.44,0.0,239.79,10.0,0.0,0.0,0.0,2006-12-31 22:51:00
2.432,0.0,239.45,10.0,0.0,0.0,0.0,2006-12-31 22:52:00
3.04,0.0,238.82,12.8,0.0,0.0,8.0,2006-12-31 22:53:00
3.49,0.0,237.83,14.6,0.0,0.0,18.0,2006-12-31 22:54:00
3.48,0.0,237.65,14.6,0.0,0.0,18.0,2006-12-31 22:55:00
3.478,0.0,237.98,14.6,0.0,0.0,18.0,2006-12-31 22:56:00
3.49,0.0,238.72,14.6,0.0,0.0,17.0,2006-12-31 22:57:00
3.492,0.0,238.87,14.6,0.0,0.0,18.0,2006-12-31 22:58:00
3.496,0.0,239.16,14.6,0.0,0.0,17.0,2006-12-31 22:59:00
3.464,0.0,238.28,14.4,0.0,0.0,18.0,2006-12-31 23:00:00
3.45,0.0,237.79,14.4,0.0,0.0,17.0,2006-12-31 23:01:00
3.45,0.0,237.82,14.4,0.0,0.0,18.0,2006-12-31 23:02:00
3.446,0.0,237.66,14.4,0.0,0.0,17.0,2006-12-31 23:03:00
3.438,0.0,237.42,14.4,0.0,0.0,17.0,2006-12-31 23:04:00
3.428,0.0,237.01,14.4,0.0,0.0,18.0,2006-12-31 23:05:00
3.416,0.0,236.57,14.4,0.0,0.0,17.0,2006-12-31 23:06:00
3.43,0.0,237.08,14.4,0.0,0.0,17.0,2006-12-31 23:07:00
3.46,0.0,237.25,14.6,0.0,0.0,17.0,2006-12-31 23:08:00
3.546,0.104,237.45,14.8,0.0,0.0,17.0,2006-12-31 23:09:00
3.568,0.108,238.35,14.8,0.0,0.0,18.0,2006-12-31 23:10:00
3.556,0.106,238.0,14.8,0.0,0.0,17.0,2006-12-31 23:11:00
3.546,0.106,237.74,14.8,0.0,0.0,18.0,2006-12-31 23:12:00
3.538,0.104,237.52,14.8,0.0,0.0,17.0,2006-12-31 23:13:00
3.524,0.102,237.06,14.8,0.0,0.0,17.0,2006-12-31 23:14:00
3.506,0.1,236.42,14.8,0.0,0.0,17.0,2006-12-31 23:15:00
3.522,0.102,237.0,14.8,0.0,0.0,17.0,2006-12-31 23:16:00
3.574,0.128,237.76,15.0,0.0,0.0,18.0,2006-12-31 23:17:00
3.63,0.21,238.28,15.2,0.0,0.0,17.0,2006-12-31 23:18:00
3.636,0.21,238.53,15.2,0.0,0.0,18.0,2006-12-31 23:19:00
3.642,0.21,238.73,15.2,0.0,0.0,17.0,2006-12-31 23:20:00
3.642,0.212,238.79,15.2,0.0,0.0,17.0,2006-12-31 23:21:00
3.626,0.208,238.25,15.2,0.0,0.0,18.0,2006-12-31 23:22:00
3.552,0.098,238.48,14.8,0.0,0.0,17.0,2006-12-31 23:23:00
3.528,0.078,238.14,14.8,0.0,0.0,18.0,2006-12-31 23:24:00
3.524,0.076,238.03,14.8,0.0,0.0,17.0,2006-12-31 23:25:00
3.5,0.052,237.79,14.6,0.0,0.0,17.0,2006-12-31 23:26:00
3.458,0.0,238.11,14.4,0.0,0.0,18.0,2006-12-31 23:27:00
3.464,0.0,238.34,14.4,0.0,0.0,17.0,2006-12-31 23:28:00
3.468,0.0,238.5,14.4,0.0,0.0,18.0,2006-12-31 23:29:00
3.466,0.0,238.44,14.4,0.0,0.0,17.0,2006-12-31 23:30:00
3.452,0.0,237.96,14.4,0.0,0.0,17.0,2006-12-31 23:31:00
3.454,0.0,238.06,14.4,0.0,0.0,18.0,2006-12-31 23:32:00
3.476,0.0,238.84,14.4,0.0,0.0,17.0,2006-12-31 23:33:00
3.468,0.0,238.56,14.4,0.0,0.0,18.0,2006-12-31 23:34:00
2.602,0.0,239.71,10.8,0.0,0.0,3.0,2006-12-31 23:35:00
2.426,0.0,239.08,10.0,0.0,0.0,0.0,2006-12-31 23:36:00
2.44,0.0,239.75,10.0,0.0,0.0,0.0,2006-12-31 23:37:00
2.442,0.0,239.93,10.0,0.0,0.0,0.0,2006-12-31 23:38:00
2.45,0.0,240.3,10.2,0.0,0.0,0.0,2006-12-31 23:39:00
2.452,0.0,240.49,10.2,0.0,0.0,0.0,2006-12-31 23:40:00
2.448,0.0,240.28,10.2,0.0,0.0,0.0,2006-12-31 23:41:00
2.45,0.0,240.28,10.2,0.0,0.0,0.0,2006-12-31 23:42:00
2.462,0.0,240.97,10.2,0.0,0.0,0.0,2006-12-31 23:43:00
2.46,0.0,240.85,10.2,0.0,0.0,0.0,2006-12-31 23:44:00
2.47,0.0,241.33,10.2,0.0,0.0,0.0,2006-12-31 23:45:00
2.6,0.134,241.71,10.6,0.0,0.0,0.0,2006-12-31 23:46:00
2.592,0.132,242.24,10.6,0.0,0.0,0.0,2006-12-31 23:47:00
2.59,0.132,242.22,10.6,0.0,0.0,0.0,2006-12-31 23:48:00
2.588,0.134,242.23,10.6,0.0,0.0,0.0,2006-12-31 23:49:00
2.588,0.134,242.28,10.6,0.0,0.0,0.0,2006-12-31 23:50:00
2.592,0.136,242.56,10.6,0.0,0.0,0.0,2006-12-31 23:51:00
2.584,0.134,242.29,10.6,0.0,0.0,0.0,2006-12-31 23:52:00
2.576,0.132,241.91,10.6,0.0,0.0,0.0,2006-12-31 23:53:00
2.576,0.132,241.9,10.6,0.0,0.0,0.0,2006-12-31 23:54:00
2.574,0.132,241.89,10.6,0.0,0.0,0.0,2006-12-31 23:55:00
2.576,0.132,242.06,10.6,0.0,0.0,0.0,2006-12-31 23:56:00
2.586,0.134,242.61,10.6,0.0,0.0,0.0,2006-12-31 23:57:00
2.648,0.212,241.93,11.0,0.0,0.0,0.0,2006-12-31 23:58:00
2.646,0.236,241.89,11.0,0.0,0.0,0.0,2006-12-31 23:59:00
2.58,0.136,241.97,10.6,0.0,0.0,0.0,2007-01-01 00:00:00
2.552,0.1,241.75,10.4,0.0,0.0,0.0,2007-01-01 00:01:00
2.55,0.1,241.64,10.4,0.0,0.0,0.0,2007-01-01 00:02:00
2.55,0.1,241.71,10.4,0.0,0.0,0.0,2007-01-01 00:03:00
2.554,0.1,241.98,10.4,0.0,0.0,0.0,2007-01-01 00:04:00
2.55,0.1,241.83,10.4,0.0,0.0,0.0,2007-01-01 00:05:00
2.534,0.096,241.07,10.4,0.0,0.0,0.0,2007-01-01 00:06:00
2.484,0.0,241.29,10.2,0.0,0.0,0.0,2007-01-01 00:07:00
2.468,0.0,241.23,10.2,0.0,0.0,0.0,2007-01-01 00:08:00
2.486,0.0,242.18,10.2,0.0,0.0,0.0,2007-01-01 00:09:00
2.492,0.0,242.46,10.2,0.0,0.0,0.0,2007-01-01 00:10:00
2.5,0.0,242.88,10.2,0.0,0.0,0.0,2007-01-01 00:11:00
2.494,0.0,242.57,10.2,0.0,0.0,0.0,2007-01-01 00:12:00
2.492,0.0,242.41,10.2,0.0,0.0,0.0,2007-01-01 00:13:00
2.48,0.0,241.81,10.2,0.0,0.0,0.0,2007-01-01 00:14:00
2.478,0.0,241.73,10.2,0.0,0.0,0.0,2007-01-01 00:15:00
2.47,0.0,241.29,10.2,0.0,0.0,0.0,2007-01-01 00:16:00
2.466,0.0,241.11,10.2,0.0,0.0,0.0,2007-01-01 00:17:00
2.456,0.0,240.59,10.2,0.0,0.0,0.0,2007-01-01 00:18:00
2.46,0.0,240.83,10.2,0.0,0.0,0.0,2007-01-01 00:19:00
2.544,0.092,240.9,10.6,0.0,0.0,0.0,2007-01-01 00:20:00
2.55,0.116,241.15,10.4,0.0,1.0,0.0,2007-01-01 00:21:00
2.554,0.118,241.55,10.6,0.0,1.0,0.0,2007-01-01 00:22:00
2.65,0.218,241.67,11.0,0.0,2.0,0.0,2007-01-01 00:23:00
2.682,0.258,242.45,11.0,0.0,1.0,0.0,2007-01-01 00:24:00
2.66,0.252,241.6,11.0,0.0,1.0,0.0,2007-01-01 00:25:00
2.65,0.25,241.14,11.0,0.0,2.0,0.0,2007-01-01 00:26:00
2.654,0.25,241.38,11.0,0.0,1.0,0.0,2007-01-01 00:27:00
2.642,0.248,240.9,11.0,0.0,2.0,0.0,2007-01-01 00:28:00
2.644,0.25,241.15,11.0,0.0,1.0,0.0,2007-01-01 00:29:00
2.648,0.252,241.32,11.0,0.0,1.0,0.0,2007-01-01 00:30:00
2.646,0.252,241.35,11.0,0.0,2.0,0.0,2007-01-01 00:31:00
2.644,0.252,241.38,11.0,0.0,1.0,0.0,2007-01-01 00:32:00
2.656,0.256,242.03,11.0,0.0,1.0,0.0,2007-01-01 00:33:00
2.65,0.254,241.86,11.0,0.0,2.0,0.0,2007-01-01 00:34:00
2.642,0.252,241.47,11.0,0.0,1.0,0.0,2007-01-01 00:35:00
2.63,0.248,240.96,10.8,0.0,1.0,0.0,2007-01-01 00:36:00
2.606,0.214,240.94,10.8,0.0,2.0,0.0,2007-01-01 00:37:00
2.556,0.132,240.31,10.6,0.0,1.0,0.0,2007-01-01 00:38:00
2.602,0.216,240.46,10.8,0.0,1.0,0.0,2007-01-01 00:39:00
2.602,0.216,240.5,10.8,0.0,1.0,0.0,2007-01-01 00:40:00
2.594,0.214,240.08,10.8,0.0,2.0,0.0,2007-01-01 00:41:00
2.6,0.216,240.5,10.8,0.0,1.0,0.0,2007-01-01 00:42:00
2.602,0.216,240.65,10.8,0.0,1.0,0.0,2007-01-01 00:43:00
2.6,0.216,240.68,10.8,0.0,1.0,0.0,2007-01-01 00:44:00
2.598,0.216,240.69,10.8,0.0,1.0,0.0,2007-01-01 00:45:00
2.59,0.214,240.3,10.8,0.0,2.0,0.0,2007-01-01 00:46:00
2.554,0.148,240.85,10.6,0.0,1.0,0.0,2007-01-01 00:47:00
2.484,0.0,240.98,10.2,0.0,0.0,0.0,2007-01-01 00:48:00
2.472,0.0,241.4,10.2,0.0,0.0,0.0,2007-01-01 00:49:00
2.486,0.0,242.11,10.2,0.0,0.0,0.0,2007-01-01 00:50:00
2.486,0.0,242.12,10.2,0.0,0.0,0.0,2007-01-01 00:51:00
2.482,0.0,241.96,10.2,0.0,0.0,0.0,2007-01-01 00:52:00
2.484,0.0,241.98,10.2,0.0,0.0,0.0,2007-01-01 00:53:00
2.48,0.0,241.84,10.2,0.0,0.0,0.0,2007-01-01 00:54:00
2.458,0.0,240.63,10.2,0.0,0.0,0.0,2007-01-01 00:55:00
2.46,0.0,240.81,10.2,0.0,0.0,0.0,2007-01-01 00:56:00
2.462,0.0,240.82,10.2,0.0,0.0,0.0,2007-01-01 00:57:00
2.472,0.0,241.39,10.2,0.0,0.0,0.0,2007-01-01 00:58:00
2.466,0.0,241.09,10.2,0.0,0.0,0.0,2007-01-01 00:59:00
2.466,0.0,241.09,10.2,0.0,0.0,0.0,2007-01-01 01:00:00
2.59,0.118,241.79,10.6,0.0,0.0,0.0,2007-01-01 01:01:00
2.59,0.132,242.04,10.6,0.0,0.0,0.0,2007-01-01 01:02:00
2.576,0.128,241.43,10.6,0.0,0.0,0.0,2007-01-01 01:03:00
2.566,0.128,241.05,10.6,0.0,0.0,0.0,2007-01-01 01:04:00
2.564,0.126,240.98,10.6,0.0,0.0,0.0,2007-01-01 01:05:00
2.56,0.126,240.91,10.6,0.0,0.0,0.0,2007-01-01 01:06:00
2.552,0.124,240.58,10.6,0.0,0.0,0.0,2007-01-01 01:07:00
